course_prefix,course_number,course_title,course_desc,num_units,dept_name,inst_ipeds,metadata
PHYS,151,College Physics I,"Provides a general overview of the concepts of motion, force, energy, rotation, momentum, wave motion, fluids, and thermal physics. It is the first semester of a year-long introductory algebra-based physics sequence. See also PHYS 151L which serves as the lab course. (Previously offered as PHYS 106.).",3,Physics,141565,attributes: DP; prerequisites: C or better in either MATH  125 or MATH  140 or MATH  140x or MATH  241 or MATH  242 or placement into MATH  241
PHYS,152,College Physics II,"Provides a general overview of the concepts of electricity and magnetism, EM waves, and optics. It is the second semester of a year-long introductory algebra-based physics sequence. See also PHYS 152L which serves as the lab course.",3,Physics,141565,attributes: DP; prerequisites: PHYS  151 or PHYS  170
PHYS,170,Gen Phys I: Mechanics,"Introductory physics designed for students majoring in physical sciences or engineering. Covers mechanics of particles, extended bodies, rotational dynamics, conservation laws, fluids, and wave motion.",4,Physics,141565,attributes: DP; prerequisites: MATH  241 (Attributes: DP)
PHYS,224,Spaceflight,"All aspects of manned and unmanned spaceflight, with emphasis on actual technologies and procedures used in space exploration. For students interested in Astronomy, Physics, Planetary Sciences, Aerospace Engineering or with a general interest in spaceflight.",3,Physics,141565,course_name: Spaceflight; course_number: PHYS 224; cross_listed: ASTR 224; prerequisites: Any one of the following: PHYS  151 or higher; CHEM  151 or higher; MATH  140X or higher. Students lacking these pre-requisites who believe they have sufficient science background may be admitted with the instructor's permission.
PHYS,260,Computational Physics &amp; Astron,"Computational techniques in physics and astronomy, with an emphasis on fundamental algorithms and development of code in high-level languages. Topics include least squares, interpolation, random number generators and numerical integration of differential equations.",3,Physics,141565,Corequisites: PHYS 272 (may be taken concurrently); Cross-listed as: ASTR 260; Prerequisites: DATA 172 and MATH 242
PHYS,272,Gen Phys II: Elec &amp; Magnetism,"Introductory calculus-based physics designed for students majoring in physical sciences or engineering. Covers electric fields and potentials, magnetic fields, Maxwell's equations and basic optics. One class hour is dedicated to the development of problem-solving skills in small-group sessions.",4,Physics,141565,attributes: DP; prerequisites: MATH  242 and C or better in PHYS  170
PHYS,274,Gen Phys III: Intro Modern Phy,"Survey of contemporary physical theory and applications: special relativity; quantum physics; atomic structure and spectra, nuclear structure and reactions; elementary particles and fundamental forces.",3,Physics,141565,Prerequisites: MATH 300 (can be taken concurrently) and PHYS 170 and 272; Previous Course Number: PHYS 270
PHYS,330,Electromagnetism,Intermediate-level electrostatics and electrodynamics; electric and magnetic properties of ideal and real materials; Maxwell's equations of electromagnetism; conservation laws; electromagnetic waves and boundary value problems.,3,Physics,141565,"concurrent_prerequisite: MATH 300; course_name: Electromagnetism; course_number: PHYS 330; prerequisites: ['MATH 243', 'MATH 244', 'PHYS 272', 'MATH 300']"
PHYS,331,Optics,"Intermediate optics. Topics include plane waves, multiple interfaces, polarization, light propagation in real materials, Fourier optics, coherence theory, paraxial rays, diffraction and blackbody radiation.",3,Physics,141565,Prerequisites: PHYS 272 and MATH 243
PHYS,341,Thermodynamics,"Thermodynamics at the intermediate level. Includes energy, entropy, engines and refrigerators, free energy, classical and quantum statistical mechanics.",3,Physics,141565,Prerequisites: PHYS 274 and MATH 243
PHYS,360,Mathematical Physics,"Special functions of mathematical physics which arise from Sturm-Liouville equations:  Bessel, beta, elliptical, gamma and Legendre functions.  Generating functions, complex integral representations.  Other topics may include transforms, Fourier analysis and linear algebra.",3,Physics,141565,"course_name: Mathematical Physics; course_number: PHYS 360; cross_listing: MATH 360; prerequisites: MATH 244, or MATH 243 and MATH 300 or instructor's consent"
